,sector,industry,market_cap,country,full_name,pe_ratio,forward_pe,peg_ratio,price_to_book,price_to_sales,enterprise_value,ev_to_ebitda,dividend_yield,dividend_rate,payout_ratio,five_year_avg_dividend_yield,profit_margins,operating_margins,gross_margins,roe,roa,revenue_growth,earnings_growth,earnings_quarterly_growth,beta,52week_high,52week_low,52week_change,current_ratio,quick_ratio,debt_to_equity,total_debt,total_cash,recommendation,recommendation_mean,target_mean_price,target_high_price,target_low_price,number_of_analysts,employees,exchange,quote_type,main_cluster,n_clusters
AWK,Utilities,Utilities - Regulated Water,27618152448,United States,"American Water Works Company, Inc.",25.188612,24.835089,,2.5854764,5.5884566,42515152896.0,15.941,2.37,3.31,0.56259996,1.84,0.21914,0.38636002,0.60279,0.10396,0.03499,0.111,0.042,0.043,0.697,155.5,118.74,-0.011119008,0.351,0.265,141.097,15072000000.0,175000000.0,hold,2.83333,140.44444,159.0,114.0,9.0,6700.0,NYQ,EQUITY,cube3_cluster0,2
EXPE,Consumer Cyclical,Travel Services,26674442240,United States,"Expedia Group, Inc.",26.530321,15.537604,,33.2271,1.9028708,28679419904.0,15.118,0.74,1.6,0.098500006,0.96,0.0794,0.14025,0.89606005,0.52707,0.040260002,0.064,-0.114,-0.145,1.563,240.98,130.01,0.4261905,0.751,0.594,311.457,6496999936.0,6671000064.0,buy,2.30556,223.48485,290.0,168.0,33.0,16500.0,NMS,EQUITY,cube2_cluster1,2
ROL,Consumer Cyclical,Personal Services,27571169280,United States,"Rollins, Inc.",55.77451,50.794643,,19.097012,7.722,28415315968.0,35.406,1.18,0.66,0.6386,1.08,0.13705,0.19952999,0.52686,0.36518002,0.14366001,0.121,0.085,0.093,0.69,59.12,45.34,0.12247348,0.683,0.503,66.985,967182016.0,123035000.0,buy,2.14286,59.5,72.0,44.0,12.0,20000.0,NYQ,EQUITY,cube3_cluster0,2
FE,Utilities,Utilities - Regulated Electric,27444006912,United States,FirstEnergy Corp.,20.665216,16.446365,,2.1355078,1.9795159,54013009920.0,12.255,3.79,1.78,0.75769997,4.14,0.09435,0.19851999,0.6946,0.1071,0.031570002,0.03,4.878,4.956,0.498,47.655,37.58,0.07977009,0.614,0.435,182.189,25817999360.0,569000000.0,buy,2.26667,47.08333,53.0,44.0,12.0,12294.0,NYQ,EQUITY,cube3_cluster0,2
BR,Technology,Information Technology Services,27430338560,United States,"Broadridge Financial Solutions, Inc.",32.776848,25.134758,,10.373885,3.9817014,30423361536.0,18.037,1.68,3.9,0.49580002,1.57,0.12186,0.24145001,0.31017,0.3481,0.0885,0.062,0.163,0.158,0.952,271.91,208.2,0.049244642,0.976,0.881,130.278,3459000064.0,562200000.0,hold,2.55556,279.125,305.0,240.0,8.0,15000.0,NYQ,EQUITY,cube2_cluster0,2
SYF,Financial Services,Credit Services,27100669952,United States,Synchrony Financial,8.529274,11.258114,,1.7223521,2.9505355,24874672128.0,,1.71,1.2,0.1276,2.29,0.35786998,0.5022,0.0,0.20233,0.02728,0.238,0.613,0.504,1.5,77.41,40.545,0.31619442,,,,16008999936.0,19456999424.0,buy,1.86957,81.65217,100.0,60.0,23.0,20000.0,NYQ,EQUITY,cube2_cluster1,2
MTD,Healthcare,Diagnostics & Research,26841374720,United States,Mettler-Toledo International Inc.,32.576,30.587795,,-103.72045,6.941806,28963469312.0,24.432,,,0.0,,0.21459,0.27371,0.59937,,0.20823,0.039,-0.059,-0.088,1.375,1486.76,946.69,-0.11604512,1.124,0.672,,2183921920.0,61825000.0,buy,2.30769,1327.7273,1600.0,1150.0,11.0,16000.0,NYQ,EQUITY,cube2_cluster0,2
TDY,Technology,Scientific & Technical Instruments,26816937984,United States,Teledyne Technologies Incorporated,31.580893,26.65098,,2.5840716,4.5380135,28937127936.0,20.236,,,0.0,,0.14536001,0.18556999,0.42751998,0.08732,0.04721,0.102,0.175,0.165,1.117,595.99,419.0,0.26098156,1.662,0.942,25.208,2617400064.0,310900000.0,buy,1.54545,613.8182,640.0,580.0,11.0,14900.0,NYQ,EQUITY,cube3_cluster0,2
HPQ,Technology,Computer Hardware,26676391936,United States,HP Inc.,9.944252,7.9277782,,-29.729168,0.48758736,34580389888.0,7.513,4.23,1.16,0.4159,3.26,0.048249997,0.06008,0.20893,,0.05915,0.031,0.231,0.192,1.3,39.8,21.21,-0.260211,0.738,0.38,,10775000064.0,2871000064.0,hold,2.94118,28.2825,30.0,25.0,16.0,58000.0,NYQ,EQUITY,cube1_cluster1,2
AVB,Real Estate,REIT - Residential,26400659456,United States,"AvalonBay Communities, Inc.",22.66748,33.469315,,2.2069607,8.73914,35320717312.0,19.18,3.79,7.0,0.84769994,3.33,0.38394,0.30501,0.63490003,0.09711,0.028110001,0.044,0.056,0.058,0.865,239.29,180.4,-0.17420852,0.837,0.096,72.575,8832635904.0,102884000.0,buy,2.5,216.90475,235.0,199.0,21.0,2928.0,NYQ,EQUITY,cube1_cluster1,2
ES,Utilities,Utilities - Regulated Electric,26338041856,United States,Eversource Energy,30.960526,14.767781,,1.6719167,2.0273857,55788412928.0,12.462,4.24,3.01,1.2817,3.64,0.06604,0.24614,0.54905,0.056209996,0.031140001,0.12,0.008,0.052,0.678,74.46,52.28,0.08516824,0.713,0.326,188.224,29779517440.0,343692992.0,buy,2.46667,71.23077,87.0,54.0,13.0,10680.0,NYQ,EQUITY,cube3_cluster0,2
DXCM,Healthcare,Medical Devices,25964599296,United States,"DexCom, Inc.",45.979164,32.615765,,10.09145,6.0371556,25614600192.0,27.742,,,0.0,,0.13288,0.18374,0.58766,0.22826,0.06081,0.152,0.274,0.253,1.476,93.25,57.52,-0.028315961,1.52,1.302,100.241,2579300096.0,2929299968.0,strong_buy,1.44444,99.29167,115.0,83.0,24.0,10200.0,NMS,EQUITY,cube1_cluster1,2
GIS,Consumer Defensive,Packaged Foods,25913370624,United States,"General Mills, Inc.",9.097379,10.336171,,2.7324374,1.3527547,39379771392.0,10.474,5.07,2.44,0.45560002,3.35,0.15241,0.15602,0.34390998,0.30866,0.06216,-0.068,1.155,1.077,-0.025,72.55,47.71,-0.3240208,0.658,0.346,151.352,14407000064.0,952899968.0,hold,2.90476,53.52632,63.0,46.0,19.0,33000.0,NYQ,EQUITY,cube1_cluster1,2
CNP,Utilities,Utilities - Regulated Electric,25781635072,United States,"CenterPoint Energy, Inc.",27.42361,22.695404,,2.3395936,2.870367,46603632640.0,14.135,2.25,0.88,0.5944,2.56,0.10421,0.21193,0.442,0.08759,0.028859999,0.02,-0.157,-0.132,0.556,40.5,28.57,0.30807745,0.793,0.538,196.188,21617999872.0,796000000.0,buy,2.5,41.5,46.0,35.0,14.0,8872.0,NYQ,EQUITY,cube4_cluster0,2
VLTO,Industrials,Pollution & Treatment Controls,25309925376,United States,Veralto Corporation,28.488827,27.197332,,9.538015,4.7202396,26484436992.0,19.973,0.43,0.44,0.1173,,0.16654,0.2283,0.59884,0.41219002,0.119610004,0.064,0.099,0.094,1.142,115.0,83.865,-0.10134655,2.316,1.911,107.554,2862000128.0,1559000064.0,buy,1.94737,115.83333,130.0,97.0,18.0,17000.0,NYQ,EQUITY,cube2_cluster0,2
CBOE,Financial Services,Financial Data & Stock Exchanges,25466650624,United States,"Cboe Global Markets, Inc.",28.562351,25.948801,,5.3405523,5.619544,25051314176.0,17.528,1.18,2.88,0.2958,1.38,0.19875,0.30354,0.48744,0.20737,0.089829996,0.205,0.678,0.675,0.439,255.27,187.3,0.15672207,1.568,0.817,34.314,1600800000.0,1463900032.0,hold,3.0,246.875,270.0,216.0,16.0,1685.0,BTS,EQUITY,cube3_cluster0,2
CINF,Financial Services,Insurance - Property & Casualty,24824756224,United States,Cincinnati Financial Corporation,13.697152,21.657572,,1.7350296,2.126864,24613756928.0,10.063,2.2,3.48,0.2914,2.44,0.15593,0.26755,0.20844999,0.13442999,0.03902,0.277,1.192,1.196,0.73,166.9,123.02,0.15409362,1.052,0.848,6.181,884000000.0,1095000064.0,buy,2.125,167.0,184.0,145.0,6.0,5624.0,NMS,EQUITY,cube3_cluster0,2
TTD,Communication Services,Advertising Agencies,25070544896,United States,"The Trade Desk, Inc.",61.865852,26.284975,,9.218608,9.357865,23460360192.0,42.303,,,0.0,,0.15572,0.16826001,0.79406,0.16357,0.05341,0.187,0.059,0.06,1.383,141.53,42.96,-0.5642845,1.714,1.676,12.744,343548992.0,1687261056.0,buy,2.18919,69.53125,135.0,34.0,32.0,3522.0,NGM,EQUITY,cube1_cluster0,2
VRSN,Technology,Software - Infrastructure,24754212864,United States,"VeriSign, Inc.",31.548813,30.636997,,-12.4412,15.488808,25949734912.0,23.169,1.17,3.08,0.0919,,0.50025004,0.6848,0.8788,,0.4656,0.059,0.099,0.043,0.789,310.6,175.62,0.40405166,0.542,0.493,,1791600000.0,593800000.0,buy,2.0,309.0,340.0,250.0,3.0,929.0,NMS,EQUITY,cube3_cluster0,2
STZ,Consumer Defensive,Beverages - Brewers,24761571328,United States,"Constellation Brands, Inc.",20.588923,9.310481,,3.2956882,2.572898,35477684224.0,9.793,2.88,4.08,0.59099996,1.54,0.12705,0.36413,0.51926,0.15912,0.0896,-0.15,,,0.66,247.63,131.2,-0.42049414,1.083,0.383,135.429,10544900096.0,72000000.0,buy,1.96,172.6087,220.0,118.0,23.0,10600.0,NYQ,EQUITY,cube0_cluster1,2
IP,Consumer Cyclical,Packaging & Containers,24640923648,United States,International Paper Company,,15.556666,,1.3233709,1.1234123,34146924544.0,13.681,4.05,1.85,1.5812,4.37,-0.00123,0.03813,0.29023,-0.00198,0.02118,0.429,-0.901,-0.849,1.057,60.36,43.27,-0.043778777,1.334,0.806,57.157,10641000448.0,1135000064.0,buy,2.23077,52.38182,63.0,40.4,11.0,65000.0,NYQ,EQUITY,cube1_cluster1,2
PHM,Consumer Cyclical,Residential Construction,24640493568,United States,"PulteGroup, Inc.",9.017328,9.251111,,1.9624758,1.3925477,25668804608.0,7.069,0.73,0.88,0.0644,0.95,0.15499,0.18341999,0.27813,0.23048,0.12946,-0.043,-0.209,-0.248,1.298,149.47,88.07,-0.16685104,6.409,0.523,18.024,2266469120.0,1238157952.0,buy,2.14286,137.84615,155.0,98.0,13.0,6793.0,NYQ,EQUITY,cube3_cluster0,2
NTRS,Financial Services,Asset Management,24599029760,United States,Northern Trust Corporation,14.898384,16.887436,,2.059246,3.1332352,33218021376.0,,2.52,3.2,0.35209998,3.05,0.22081,0.28505,0.0,0.13585,0.01055,-0.268,-0.509,-0.53,1.317,135.48,81.62,0.3459419,,,,18844798976.0,11184600064.0,hold,3.0625,134.7143,152.0,115.0,14.0,23400.0,NMS,EQUITY,cube3_cluster0,2
ULTA,Consumer Cyclical,Specialty Retail,24344092672,United States,"Ulta Beauty, Inc.",20.832115,23.65588,,9.32374,2.088805,26303084544.0,14.131,,,0.0,,0.10308,0.12367,0.42821,0.48521,0.15983,0.093,0.091,0.033,1.074,572.23,309.01,0.46940374,1.395,0.212,87.863,2287826944.0,242744992.0,buy,2.11111,574.6957,680.0,405.0,23.0,20000.0,NMS,EQUITY,cube3_cluster1,2
PTC,Technology,Software - Application,24255627264,United States,PTC Inc.,47.655663,28.865713,,6.8903666,9.812234,25417711616.0,29.771,,,0.0,,0.20742,0.32834,0.82164,0.1571,0.07588,0.242,1.053,1.049,1.145,219.69,133.38,0.10037494,0.888,0.743,40.187,1411719040.0,199320992.0,buy,1.78947,225.21053,250.0,190.0,19.0,7000.0,NMS,EQUITY,cube2_cluster0,2
EXE,Energy,Oil & Gas E&P,24452798464,United States,Expand Energy Corporation,,23.905663,,1.3417346,2.7589755,28596445184.0,8.793,3.11,3.19,1.411,,0.023239998,0.45924,0.43101,0.01455,0.02387,4.465,,,0.458,123.345,82.69,0.19687605,0.777,0.617,28.929,5189000192.0,731000000.0,strong_buy,1.46154,128.40741,154.0,83.0,27.0,1500.0,NMS,EQUITY,cube2_cluster0,2
FSLR,Technology,Solar,24254056448,United States,"First Solar, Inc.",19.347412,10.758868,,2.8164296,5.58407,23982821376.0,12.98,,,0.0,,0.28951,0.32958,0.42758998,0.15916,0.0713,0.086,-0.022,-0.021,1.379,237.2,116.56,0.119665265,1.901,1.212,12.486,1067070016.0,1153837952.0,buy,1.58824,233.35933,300.0,100.0,30.0,8100.0,NMS,EQUITY,cube2_cluster1,2
TPR,Consumer Cyclical,Luxury Goods,24066459648,United States,"Tapestry, Inc.",138.40477,24.42437,,28.204754,3.4328184,26976053248.0,17.169,1.4,1.6,1.7073,4.06,0.026129998,0.17548999,0.7544,0.09758,0.088120006,0.083,,,1.585,117.77,43.07,1.5234513,1.866,1.051,454.558,3899200000.0,1119600000.0,buy,1.8,118.0,142.0,66.0,18.0,12500.0,NYQ,EQUITY,cube4_cluster1,2
NTAP,Technology,Software - Infrastructure,24063995904,United States,"NetApp, Inc.",21.038395,15.903694,,24.728207,3.6515927,23478996992.0,14.282,1.75,2.08,0.36810002,2.45,0.17768998,0.19949,0.7,1.23004,0.094519995,0.012,-0.017,-0.06,1.448,135.45,71.84,-0.052001894,1.313,1.154,281.538,2744999936.0,3329999872.0,buy,2.5,119.71429,140.0,100.0,14.0,11700.0,NMS,EQUITY,cube2_cluster1,2
LDOS,Technology,Information Technology Services,24026241024,United States,"Leidos Holdings, Inc.",17.551079,17.920574,,5.1535583,1.4089159,28842242048.0,12.475,0.86,1.6,0.1491,1.3,0.08221,0.13284999,0.17557,0.30422002,0.09548,0.029,0.27,0.214,0.72,202.9,123.62,0.1087656,1.622,1.305,121.139,5702000128.0,931000000.0,buy,2.0,198.5,215.0,171.0,12.0,47000.0,NYQ,EQUITY,cube3_cluster0,2
HBAN,Financial Services,Banks - Regional,23838650368,United States,Huntington Bancshares Incorporated,11.84058,12.19403,,1.2585689,3.291722,32664793088.0,,3.9,0.62,0.4627,4.44,0.29136,0.36378,0.0,0.10505,0.01054,0.081,0.133,0.131,0.979,18.45,11.92,0.019884586,,,,18439000064.0,11642000384.0,buy,1.66667,19.845,23.0,15.4,20.0,20166.0,NMS,EQUITY,cube2_cluster0,2
EQR,Real Estate,REIT - Residential,24404772864,United States,Equity Residential,23.333332,36.863903,,2.1538463,8.015326,32970960896.0,17.748,4.47,2.77,1.0292,3.73,0.33221,0.29397,0.63055,0.09082,0.02622,0.047,0.08,0.084,0.911,78.32,59.41,-0.16157383,0.121,0.039,75.259,8674672640.0,31276000.0,buy,2.32,73.97727,80.5,66.0,22.0,2500.0,NYQ,EQUITY,cube1_cluster1,2
STE,Healthcare,Medical Devices,23422050304,United States,STERIS plc,35.977306,23.852556,,3.3636017,4.2041945,25224050688.0,16.763,1.07,2.52,0.3486,0.88,0.11607,0.17849001,0.44375,0.097399995,0.06219,0.087,0.221,0.22,1.01,253.0,200.98,0.03872955,2.221,1.324,29.682,2068800000.0,279700000.0,buy,2.125,272.375,295.0,231.0,8.0,17787.0,NYQ,EQUITY,cube3_cluster0,2
WSM,Consumer Cyclical,Specialty Retail,23322849280,United States,"Williams-Sonoma, Inc.",21.136864,23.554735,,10.849244,2.9787443,23731273728.0,14.063,1.39,2.64,0.2739,1.75,0.14390999,0.17861,0.46152002,0.51219004,0.17455,0.027,0.198,0.142,1.548,219.98,125.33,0.2827437,1.503,0.624,64.858,1394247040.0,985822976.0,none,,204.84212,230.0,138.0,19.0,19600.0,NYQ,EQUITY,cube2_cluster1,2
TROW,Financial Services,Asset Management,23318378496,United States,"T. Rowe Price Group, Inc.",11.792222,11.350801,,2.2099366,3.2855282,22033477632.0,8.023,4.82,5.08,0.5622,3.79,0.28724,0.27754998,0.51267,0.18716,0.10363,-0.006,0.061,0.045,1.514,125.81,77.85,-0.03745663,4.257,4.257,4.416,521600000.0,3058899968.0,hold,3.35714,107.61538,125.0,93.0,13.0,8063.0,NMS,EQUITY,cube2_cluster0,2
LH,Healthcare,Diagnostics & Research,23249717248,United States,Labcorp Holdings Inc.,30.477123,17.464418,,2.737466,1.7242705,29222418432.0,16.031,1.04,2.88,0.3175,,0.05662,0.113000005,0.28144,0.092609994,0.04435,0.095,0.169,0.159,0.871,289.2,209.38,0.27672148,1.504,1.076,77.783,6603299840.0,647299968.0,buy,1.63158,296.17648,342.0,260.0,17.0,70000.0,NYQ,EQUITY,cube3_cluster0,2
DG,Consumer Defensive,Discount Stores,22827196416,United States,Dollar General Corporation,18.856363,16.673634,,2.8490975,0.54805034,38610563072.0,12.758,2.32,2.36,0.437,1.45,0.0286,0.0555,0.30152,0.15597999,0.03971,0.051,0.094,0.1,0.308,117.95,66.43,0.2643664,1.253,0.204,213.026,17067933696.0,1284567040.0,buy,2.35484,120.10714,139.0,80.0,28.0,194200.0,NYQ,EQUITY,cube3_cluster0,2
HUBB,Industrials,Electrical Equipment & Parts,22713632768,United States,Hubbell Incorporated,27.172918,24.121332,,6.512524,4.0369744,24325834752.0,18.304,1.26,5.28,0.3364,1.68,0.14762999,0.22583,0.34809,0.25468,0.101169996,0.022,0.137,0.123,0.959,481.345,299.425,-0.07237643,1.298,0.681,57.182,2000700032.0,399600000.0,buy,2.21429,457.18182,511.0,383.0,11.0,17800.0,NYQ,EQUITY,cube2_cluster0,2
PPG,Basic Materials,Specialty Chemicals,22682849280,United States,"PPG Industries, Inc.",17.882563,11.355931,,2.9936552,1.45031,29436850176.0,11.257,2.87,2.84,0.4919,1.86,0.06464,0.15232,0.41662,0.16559,0.060489997,-0.009,-0.115,-0.148,1.149,132.18,90.24,-0.23877722,1.421,0.959,106.173,8222000128.0,1635000064.0,buy,2.25,124.5,145.0,112.0,20.0,46000.0,NYQ,EQUITY,cube1_cluster1,2
RF,Financial Services,Banks - Regional,22450477056,United States,Regions Financial Corporation,11.4885845,11.132743,,1.299654,3.2962086,,,4.32,1.06,0.4673,3.82,0.30495,0.46976003,0.0,0.11568,0.013259999,0.156,,0.228,1.029,27.96,17.74,0.033670068,,,,,,buy,2.24,29.09783,33.0,26.0,23.0,19644.0,NYQ,EQUITY,cube2_cluster0,2
PODD,Healthcare,Medical Devices,22405943296,United States,Insulet Corporation,97.33945,82.24806,,15.315401,9.496056,22476476416.0,46.758,,,0.0,,0.10005999,0.18656999,0.70176005,0.19184999,0.07753,0.329,-0.877,-0.881,1.399,353.5,226.5,0.36723602,2.257,1.55,99.487,1455399936.0,1121600000.0,strong_buy,1.45833,362.65216,415.0,300.0,23.0,3900.0,NMS,EQUITY,cube3_cluster1,2
CFG,Financial Services,Banks - Regional,22343876608,United States,"Citizens Financial Group, Inc.",15.325443,13.385014,,0.9695654,3.0998719,27937878016.0,,3.34,1.68,0.5122,4.28,0.22087,0.29578,0.0,0.064840004,0.00727,0.052,0.179,0.112,1.143,55.24,32.6,0.15570378,,,,13541000192.0,10060000256.0,strong_buy,1.5,61.175,71.0,55.0,20.0,17677.0,NYQ,EQUITY,cube3_cluster0,2
DOV,Industrials,Specialty Industrial Machinery,22291204096,United States,Dover Corporation,20.786446,17.274178,,2.9955955,2.8472393,24095455232.0,14.064,1.29,2.08,0.2658,1.31,0.29288,0.17989999,0.39672002,0.16722,0.06942,0.052,-0.006,-0.01,1.259,222.31,143.04,-0.15746552,1.949,1.268,41.245,3069143040.0,1264893056.0,buy,1.88889,212.5,235.0,168.0,18.0,24000.0,NYQ,EQUITY,cube1_cluster1,2
CMS,Utilities,Utilities - Regulated Electric,22255591424,United States,CMS Energy Corporation,21.676384,20.768156,,2.7237425,2.7760499,40257593344.0,14.091,2.95,2.17,0.6239,2.97,0.1276,0.19804001,0.42086,0.11307,0.03081,0.144,0.015,0.015,0.399,76.45,63.97,0.046230435,0.999,0.557,201.148,18044999680.0,844000000.0,buy,2.2,76.66667,83.0,61.0,12.0,8324.0,NYQ,EQUITY,cube3_cluster0,2
SW,Consumer Cyclical,Packaging & Containers,22049341440,Ireland,Smurfit Westrock Plc,156.4074,11.698061,,1.2015592,0.7157483,35599691776.0,8.227,4.15,1.72,5.6408,3.45,0.01143,0.0704,0.191,0.02901,0.03943,1.674,,,1.045,56.986,37.01,-0.06548154,1.446,0.766,78.384,14362999808.0,778000000.0,strong_buy,1.41176,56.59375,63.0,47.0,16.0,100000.0,NYQ,EQUITY,cube1_cluster1,2
TYL,Technology,Software - Application,21913403392,United States,"Tyler Technologies, Inc.",72.429184,46.74792,,6.0246325,9.757722,21651961856.0,48.451,,,0.0,,0.13661,0.16036,0.45176,0.090679996,0.04493,0.102,0.229,0.249,0.891,661.31,483.56,-0.15725815,1.031,0.971,17.655,641718016.0,892345984.0,buy,1.84211,677.3889,800.0,560.0,18.0,7542.0,NYQ,EQUITY,cube1_cluster1,2
TER,Technology,Semiconductor Equipment & Materials,22131900416,United States,"Teradyne, Inc.",48.228874,32.228237,,7.685877,7.826934,21494872064.0,32.073,0.35,0.48,0.1667,0.41,0.16591999,0.14873,0.59134996,0.16851999,0.092489995,-0.107,-0.57,-0.579,1.82,150.71,65.77,0.09241521,2.345,1.186,2.624,74461000.0,367889984.0,buy,2.17647,137.1875,200.0,115.0,16.0,6500.0,NMS,EQUITY,cube2_cluster1,2
DRI,Consumer Cyclical,Restaurants,21750673408,United States,"Darden Restaurants, Inc.",19.85138,17.708332,,9.780334,1.759137,29590274048.0,15.147,3.24,6.0,0.6109,2.74,0.08898,0.09879,0.21826,0.50411,0.07475,0.104,0.261,0.244,0.764,228.27,157.01,0.15530157,0.397,0.13,361.727,8050599936.0,211000000.0,buy,1.96875,223.25,259.0,160.0,28.0,197924.0,NYQ,EQUITY,cube2_cluster0,2
STLD,Basic Materials,Steel,21636130816,United States,"Steel Dynamics, Inc.",21.148201,14.6394415,,2.450565,1.2617239,24899522560.0,13.801,1.37,2.0,0.2787,1.58,0.060700003,0.08387,0.12549,0.11686,0.05272,-0.015,-0.261,-0.302,1.411,155.56,103.17,0.13295972,3.128,1.209,42.752,3781018880.0,497624992.0,strong_buy,1.5,153.83333,165.0,145.0,12.0,13000.0,NMS,EQUITY,cube3_cluster0,2
EIX,Utilities,Utilities - Regulated Electric,21577644032,United States,Edison International,7.875,9.836843,,1.4344188,1.2302665,64783642624.0,10.202,6.17,3.31,0.59360003,4.49,0.15024,0.18314,0.52266,0.14348,0.026730001,0.048,-0.215,-0.219,0.805,88.65,47.73,-0.36934292,0.873,0.373,209.565,39525998592.0,140000000.0,buy,2.0,66.09308,86.0,52.5,13.0,14013.0,NYQ,EQUITY,cube1_cluster1,2
JBL,Technology,Electronic Components,21527085056,United States,Jabil Inc.,33.883446,20.03896,,14.2525215,0.7223369,22926249984.0,10.866,0.16,0.32,0.0541,0.41,0.022049999,0.05756,0.08879,0.40381,0.05001,0.185,0.693,0.58,1.264,237.14,108.66,0.60872364,1.0,0.513,221.885,3366000128.0,1932999936.0,none,,247.375,267.0,205.0,8.0,,NYQ,EQUITY,cube3_cluster1,2
NVR,Consumer Cyclical,Residential Construction,21378162688,United States,"NVR, Inc.",16.373238,14.934871,,5.801484,1.9946647,21109426176.0,10.507,,,0.0,,0.14183,0.17266001,0.24320999,0.38102,0.20126,-0.009,-0.101,-0.168,0.945,9964.77,6562.85,-0.22351813,6.201,2.507,27.805,1069137024.0,1726865024.0,hold,2.6,8250.0,9000.0,7600.0,3.0,7000.0,NYQ,EQUITY,cube2_cluster0,2
BIIB,Healthcare,Drug Manufacturers - General,21304565760,United States,Biogen Inc.,13.852241,8.722089,,1.2080375,2.131096,25140367360.0,7.802,,,0.0,,0.1531,0.3461,0.76298,0.091309994,0.05618,0.073,0.083,0.088,0.125,194.13,110.04,-0.24463588,2.503,1.521,37.397,6594599936.0,2758799872.0,buy,2.17143,172.3424,260.0,118.0,29.0,7605.0,NMS,EQUITY,cube2_cluster0,2
L,Financial Services,Insurance - Property & Casualty,21286096896,United States,Loews Corporation,16.08464,35.386208,,1.2156464,1.1785668,25585096704.0,9.128,0.25,0.25,0.0397,0.4,0.07469,0.13787,0.36028,0.07991,0.01663,0.067,0.121,0.06,0.725,103.52,75.16,0.26142168,0.476,0.476,48.654,8947000320.0,5522999808.0,none,,,,,,13000.0,NYQ,EQUITY,cube3_cluster0,2
CHD,Consumer Defensive,Household & Personal Products,21176903680,United States,"Church & Dwight Co., Inc.",40.812206,23.30563,,4.818736,3.4910822,22663403520.0,16.943,1.36,1.18,0.546,1.14,0.08658,0.20759001,0.44972,0.120749995,0.0805,-0.003,-0.212,-0.216,0.425,116.46,85.08,-0.17086726,1.845,1.269,54.844,2409700096.0,923200000.0,hold,2.56522,97.52632,115.0,73.0,19.0,5750.0,NYQ,EQUITY,cube1_cluster1,2
GPN,Industrials,Specialty Business Services,20978237440,United States,Global Payments Inc.,14.339967,6.755469,,0.9280187,2.0840256,35863109632.0,8.059,1.19,1.0,0.17040001,0.81,0.14203,0.28652,0.62896,0.06589,0.0328,-0.007,-0.325,-0.355,0.982,120.0,65.93,-0.18113756,0.947,0.425,71.165,16668021760.0,2611662080.0,buy,2.48276,103.6,194.0,65.0,22.0,27000.0,NYQ,EQUITY,cube1_cluster0,2
TPL,Energy,Oil & Gas E&P,20854274048,United States,Texas Pacific Land Corporation,45.19522,12.411378,,16.184906,28.07246,19966052352.0,32.629,0.72,6.4,0.2976,0.69,0.62157,0.76765996,0.94526,0.37008,0.26146,0.088,0.014,0.014,1.132,1769.14,845.56,-0.13933074,14.792,14.587,0.05,0.0,543929984.0,none,,,,,,111.0,NYQ,EQUITY,cube1_cluster0,2
DVN,Energy,Oil & Gas E&P,21081706496,United States,Devon Energy Corporation,7.485126,7.33408,,1.3813927,1.3090162,28346308608.0,3.66,2.89,0.96,0.2568,5.15,0.17659001,0.25078,0.50618,0.20727,0.09093001,-0.007,0.052,0.065,1.08,41.84,25.89,-0.19393206,1.222,1.008,59.266,9063000064.0,1712999936.0,buy,1.77419,45.63333,70.0,33.0,30.0,2300.0,NYQ,EQUITY,cube2_cluster1,2
DGX,Healthcare,Diagnostics & Research,20730947584,United States,Quest Diagnostics Incorporated,21.887838,18.994877,,2.8726602,1.9702477,26913947648.0,13.078,1.75,3.2,0.4611,1.86,0.09029,0.15321,0.33216,0.1426,0.063439995,0.152,0.217,0.231,0.563,191.49,146.91,0.22383666,1.086,0.859,86.904,6384000000.0,319000000.0,buy,2.22222,189.6875,203.0,166.0,16.0,55000.0,NYQ,EQUITY,cube3_cluster0,2
